scenario_id,fault,run_id,seed,timestamp_s,localization_confidence,lidar_age_ms,cross_modal_consistency,obstacle_distance_m,speed_mps,comm_age_ms,fallback_available,fault_active,scenario_oracle_positive
localization_drift,localization_drift,localization_drift-s101,101,0.000000,0.933106,45.751228,0.959892,11.980331,2.063887,82.235899,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,0.100000,0.941878,52.833443,0.913375,12.068382,2.118254,114.236635,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,0.200000,0.947109,49.962713,0.946169,12.053819,2.086452,89.763017,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,0.300000,0.932142,56.854929,0.909874,12.041748,2.088709,83.067340,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,0.400000,0.957146,56.359224,0.908691,11.981406,2.129156,68.556111,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,0.500000,0.930866,53.049267,0.897906,12.077204,2.141173,78.640302,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,0.600000,0.929218,46.590685,0.947845,12.060859,2.148068,79.070366,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,0.700000,0.941816,49.525230,0.922795,12.074318,2.140683,95.272046,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,0.800000,0.938450,41.416252,0.908236,12.032394,2.070012,78.278224,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,0.900000,0.930894,61.104113,0.910122,12.021527,2.134111,78.219197,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,1.000000,0.950832,49.287506,0.954670,12.059453,2.132820,72.019579,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,1.100000,0.934313,36.383275,0.931608,12.028989,2.138660,84.782638,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,1.200000,0.945191,36.946822,0.935275,12.076220,2.141685,73.094076,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,1.300000,0.964032,44.129215,0.916480,12.124511,2.097135,71.573444,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,1.400000,0.937565,49.945504,0.913984,12.193428,2.185540,95.762418,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,1.500000,0.939999,52.734263,0.958607,12.201184,2.156173,70.850220,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,1.600000,0.954408,53.760058,0.922138,12.132243,2.107631,57.524325,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,1.700000,0.924941,50.324952,0.924444,12.116483,2.137598,98.356724,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,1.800000,0.925939,45.201064,0.898604,12.233384,2.136225,98.498636,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,1.900000,0.949557,43.628337,0.931969,12.169518,2.160293,81.207313,true,false,false
localization_drift,localization_drift,localization_drift-s101,101,2.000000,0.947990,52.401215,0.906586,12.199569,2.130364,59.884545,true,false,false
